_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,MD28,M,DOKKEBI_342,지린버미,,"‘버미’들은 ‘깨숑 파루자 타운’의 원주민으로 캐스터네츠와 같이 틀딱 거리는 소리를 담당하고있다. 깨숑 근처에 쌓여있던 현무암들이 땅의 울림을 통해 서로 부딫히며 탄생한 모양이다. 과거엔 왕도깨비와 앵두깨비 산하에서 수많은 살생을 했던 것으로 알려져있다. 남북 정복 당시 남매에게 북부로 끌려가, 쓸모없어지거나 도주하다 걸린 ‘두번째 자식’들을 깨는데 사용되거나, 영혼 참수시에 남겨진 수많은 돌 무덤을 잘게 씹어 도깨비 성 (ED9) 건설을 도왔다는 소문도 있다. 정확한 것은 시간이 흘러 왕도깨비와 앵두깨비가 전쟁을 벌이는 틈을타 집단에 숨어 도주해 고향을 찾아 왔다는 것 뿐이다. 이 종족을 둘러싼 수많은 말들이 돌지만, 의식이 있나 싶을 정도로 땅의 울림 따라 딱딱 대기 바쁜 버미들이다. ————————————그는 도버미 (MD24),오버미(MD26)와 함께 앵두깨비와 왕도깨비의 ‘뇌형뇌제 전쟁’ 이전, 대장장이 삼형제로 이름을 깨나 날렸으며, 깨쑝의 리듬을 이용해 수많은 살상 무기를 만들어 토굴이들에게 팔아 넘겼다고 한다. 그렇게 앵두깨비의 제국을 건설하는데 큰 영향을 미친것으로 알려져있다. 그의 금이빨은 마찰열 때문인지 녹아내려, 위 아래 턱이 달라붙어 떠들지 못한다.",돌,버미,해인경 - 깨숑 파루자 타운,소형,E,https://discord.com/channels/1283684660190249030/1284108572464255060
,MD29,M,DOKKEBI_343,윌이랑,- / 소형 노란 방망이,"윌이랑과 엘리랑. 그들도 세상을 유랑하는 유랑비. 그들은 세상의 소리를 주워 담고 살다 약속대로 그들의 고향 해인경에서 다시 만났다. 윌이랑의 방망이는 소리를 분리하는 용도로 쓰인다. 그들은 보이지 않는 소리 주머니를 한보따리씩 가지고있는데, 공중을 더듬는 그들의 손을 통해 주머니의 크기를 가늠해볼수 있고, 무한한 애정이 느껴진다. 그들은 세상을 돌며 수집한 소리들을 꺼내 섞어보며, 서로의 소식을 나누고, 다 사용한 소리들은 마아르미 (MD31)의 거대한 소리창고에 저장해둔다.",도깨비,유랑비,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284108743616892982
,MD30,M,DOKKEBI_344,엘리랑,- / 소형 보라 방망이,"윌이랑과 엘리랑. 그들도 세상을 유랑하는 유랑비. 그들은 세상의 소리를 주워 담고 살다 약속대로 그들의 고향 해인경에서 다시 만났다. 엘리랑의 방망이는 소리를 변형시키는 용도로 쓰인다. 그들은 보이지 않는 소리 주머니를 한보따리씩 가지고있는데, 공중을 더듬는 그들의 손을 통해 주머니의 크기를 가늠해볼수 있고, 무한한 애정이 느껴진다. 그들은 세상을 돌며 수집한 소리들을 꺼내 섞어보며, 서로의 소식을 나누고, 다 사용한 소리들은 마아르미 (MD31)의 거대한 소리창고에 저장해둔다.",도깨비,유랑비,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284108781806026762
,MD31,M,DOKKEBI_345,마아르미,강력한 의지의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. —————————————‘마아르미’는 뚫려있는 여러 입구멍을 통해 다양한 소리를 모양별로 흡수하고 저장할 수 있으며 원하는 소리로 연주 할 수 있다. 그는 거대한 소리창고는 다른 종의 제자들을 육성하며 더욱 더 다양한 소리를 수집할 수 있었는데, 그의 제자로는 유랑비 엘리랑(MD30)과 윌이랑(MD29)이 대표적이다. 그들의 유랑비종족의 유랑하며 수집하는 특성을 일찍이 알아본 그는 그들을 양자로 받아들여, 있는 그대로의 소리를 저장하는 법과, 변형시켜 저장하는 법을 가르쳤다. 그가 죽으면 파루자 타운의 절반의 소리와 개념이 사라진다는 전설이 존재할 정도.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284108808297381888
,MD32,M,DOKKEBI_346,봉아르미,부드러운 결심의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ———————————’봉아르미’는 만성 천연 곱슬로, 헤어스타일에도 소리에도, 삶에 욕심이 많다. 최근 루미아르미 (MD40)의 컬러를 배껴 미용을 받아 한차례 큰 소동이 일어난바 있다. 벛꽃이 만개한 머리결과 같이 ‘아르미’ 중에서도 가장 중후하고 부드러운 소리를 낸다. 용기와 의지를 주는 소리가 무조건적으로 강렬해야만 하는것이 아니라는 것을 ‘봉아르미’를 통해 알 수 있다. 그의 ‘호로로록’하고 미끄러지는 음색은 변화한 ‘깨숑’의 소리와 전보다 더 잘 어울리는듯 하다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284108827314229290
,MD33,M,DOKKEBI_347,스팅아르미,자신감의 의지의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ————————————’스팅 아르미’는 헤어 스타일이나, 깨숑의 리듬 전파에 관심이 전혀 없고, 오로지 자신의 리듬에 심취해있다. 예전과 달라진 깨숑의 리듬에 불만을 가진 그는 차기 깨숑 자리를 꿈꾸며, 자신의 의지와 결심을 담은 풋스텝을 개발중에 있다. 아직 깨숑의 전율에 온전히- 영향을 받지 않고, 자신만의 풋스텝을 밟기에는 미숙하나, 벌써부터 그의 존재를 느끼는 동부의 도깨비들이 늘고있다. 그는 파루자 타운의 전도가 끝나면, 매일밤 연습하느라 항상 졸린눈으로 다닌다. 하지만 춤을 출때면 그는 태생부터 다른 슈퍼스타처럼 날아다닌다. 이러한 자신감에서 나오는 특유의 ‘의지의 진동’은 맑고 경쾌한 자극을 준다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284108865910341643
,MD34,M,DOKKEBI_348,백아르미,일정한 리듬의 의지의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. —————————— ‘백아르미’는 미니어쳐 재료가 떨어진 ‘해치’에게 ‘좁교’가 인간세상에서 매일 자연 다큐멘터리 채널에 맞춰져 있던 tv부품을 주워다 머리가 만들어진 특유의 케이스다. 털이 없는 ’백아르미’는 큰 소리들을 흡수할때면, 송출되던 화면을 일그러 뜨려 자신의 감정을 드러내고, 색을 변환해 이상한 얼굴을 만들어낸다. 이것은 마치 도깨비의 령이 내뿜는 아우라의 빛과 비슷해 보인다. 그가 꿈을 꾸는 시간이면, 그의 앞에는 모아프 아르미 가족(MD35)이 앉아 즐겁게 관람한다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284108889939509249
,MD35,M,DOKKEBI_349,모아프아르미가족,하모니로 구성된 결심의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ——————————‘모아프아르미가족’은 테차르미 (MD37)가 지정해준 대로 짝을 지었으며, 아직 어린 아르미들을 입양하여 대가족이된 ’모아프아르미가족’은 한몸처럼 다니다가 정말 한몸이 되어버렸다. 이들은 가족과 함께하는 행복을 하모니로 표현하는데, 그 진동은 여러 작은 소음들이 모여 진취적인 행복감이 느껴지는 소리이다. 하지만 그들에게도 아픈 기억이 있는데, 말 많고 탈 많던 둘째 아들 말론 모아프가 참수를 원했다. 그는 언제나 가정 불화의 원인이었지만, 독립을 갈구하는 그의 의견을 존중하고자 다같이 영혼 참수대에 올랐다. 하지만 서로의 몸이 붙어 있는 탓인지, 머리만 잘린 채 그들의 등 위에서 아직도 살아 움직인다. 되려 가족들은 말이 없어진 둘째아들 덕에 평화를 다시 되찾고,즐겨보는 백아르미(MD34)앞에 둘러 앉아 행복한 저녁을 보내고있다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284108929152057519
,MD36,M,DOKKEBI_350,조셰프아르미,"마법의 결심의 진동, 염동력 / -","‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ——————————— ‘조세프아르미’는 과거 긴 포니테일 헤어스타일을 자랑했으나, 자신의 소리에 담긴 염력을 발견하고, 고의적으로 스피오아르미(MD41)의 민머리를 도발하여 자신의 머리를 물어 뜯게 만들어 머리가죽이 벗겨졌다. 아리랑에게 얻은 뜯어진 살점위에 청동으로 보이는 고대 돌조각을 이식하였다. 하이피치의 전자음과 비슷한 소리를 낸다. 이 소리는 마법 같은 힘이 있어, 염동력과 같이 주변 물건들을 공중에 띄우고, 움직인다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284108961964101652
,MD37,M,DOKKEBI_351,작은신선 테차르미,깨우침의 풋워크 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다.———————————— ‘깨숑 파루자 타운’에서는 ‘작은신선’이라 불리는 ‘테차르미’가 마을의 현자로, 그는 아르미 특유의 많은 발없이도, 왜소한 체격으로 수염 끝에 달린 방울만으로 리듬을 누구보다 잘게 부시고 널리 전파 시킬수 있는 초월적인 존재. 파루자 타운의 모든 도깨비들의 존경을 등에 엎고, 헤어스타일 보다는 파루자 타운의 번식과 번영에 몰입중이다. 장님으로 알려졌지만, 콧등에 인간의 언어를 걸쳐쓰고 저너머의 무언가를 보고있는듯하다. 댄스교실을 운영하며, 하모니가 잘 이루어지는 아르미들이나 리듬이 잘 맞는 두번째 자식들을 데려다 짝을 지어, 듀오로 데뷰시키며 새로운 소리를 가진 2세대를 배양하기 위해 노력중에 있다. 뿐만아니라 주변의 도깨비들의 특장점을 찾아 땅의 전율을 아르미종족처럼 널리 전파하는 전통 방식을 지역 주민들에게 알리고 있다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109002841522217
,MD38,M,DOKKEBI_352,트윈아르미 하르미,"믿음의 의지의 진동, 텔레파시 / -","‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ————————‘트윈아르미’는 백아르미의 꿈속에서 탈출한 존재다. 하르미는 꿈에서 백아르미 본인이었으며, 그래서인지 백아르미의 성격이랄지 지향점이 많이 묻어있다. 주로 탈주극의 꿈에 등장했으며, 모아프 가족이 가장 좋아하는 화면속 캐릭터이기도 하다. 털이라기 보다는 령에 가까운 신비로운 머릿결을 흩날리며 도깨비들의 땅에선 그의 모험이 궁금하다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109027659350169
,MD39,M,DOKKEBI_353,트윈아르미 두르미,"믿음의 의지의 진동, 텔레파시 / -","‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다.————————— ‘트윈아르미’는 백아르미의 꿈속에서 탈출한 존재다. 두르미는 꿈에서 하르미의 상대역으로 자주 등장했으며, 탈주극의 경우 최강의 경쟁자로, 모험극의 경우 동료를 배신하는 빌런으로, 로맨스 물에는 아련한 사랑의 그림자로 다양한 역할을 수행해왔다. 일평생 하르미의 상대역으로 부터 벗어나고 싶어하는 두르미. 그녀의 날카로운 컨디션을 보고 번식기로 오해한 테차르미 (MD37)는 또 하르미를 두르미의 짝으로 데뷰 시키려한다. 감도 얕은 그의 결정과 판단에 불신하며 반감이 최고조에 이른 상태. 털이라기 보다는 령에 가까운 신비로운 머릿결을 흩날리며 도깨비들의 땅을 밟은 그는 또 누군가의 상대역으로 살지, 어떤 자아를 선택하여 살아갈지 그의 행보가 궁금하다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109097557299313
,MD40,M,DOKKEBI_354,루미아르미,치유의 결심의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다. ——————————‘루미아르미’는 무려 발이 13개나 달린 전율의 사나이다. 자신의 헤어컬러를 따라한 ‘봉아르미’와 언쟁중에 헤어 스타일에 예민한 ‘스피오아르미’에게 머리채를 잡아 뜯긴 이후, 갈기털의 윤기를 잃었다. 그는 좌절 않고, 도깨비불 시노손(UD7)에게 미용을 받아 안테나 처럼 파급력 좋은 스타일로 모두의 이목을 끌었다. 전례 없던 스타일에 예술계는 크게 흔들렸다. 갈기가 풍성할때는 산속의 엠비언트같은 선율의 소리를 냈지만, 헤어스타일을 바꾼뒤로는 현세의 비 온 뒤 전봇대에 흐르는 맑은 전기 소리 비슷한 소리를 발산하며, 이는 자양분의 진동으로, 거듭되는 파괴와 혼란속에 좌절 않고, 변화를 이끌어내는 원천적인 힘이 되어준다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,A,https://discord.com/channels/1283684660190249030/1284109121108316190
